key_resp_instr_a.keys,key_resp_instr_a.rt,key_resp_instr_b.keys,key_resp_instr_b.rt,dummy.thisRepN,dummy.thisTrialN,dummy.thisN,dummy.thisIndex,dummy.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instr1.keys,key_resp_instr1.rt,key_resp.keys,key_resp.rt,exp_loop.thisRepN,exp_loop.thisTrialN,exp_loop.thisN,exp_loop.thisIndex,exp_loop.ran,Word,English,Flip,Path,Audio,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_fct.keys,key_resp_fct.corr,key_resp_fct.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fct_loop.thisRepN,fct_loop.thisTrialN,fct_loop.thisN,fct_loop.thisIndex,fct_loop.ran,left_img,word,right_img,correctans,correct_img,audio,incorrect_feedback,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_instr3.keys,key_resp_instr3.rt,textbox.text,key_resp_2.keys,key_resp_2.rt,fb_yn.thisRepN,fb_yn.thisTrialN,fb_yn.thisN,fb_yn.thisIndex,fb_yn.ran,gather_loop.thisRepN,gather_loop.thisTrialN,gather_loop.thisN,gather_loop.thisIndex,gather_loop.ran,Text,Wordbank,key_resp_instr4.keys,key_resp_instr4.rt,master_loop.thisRepN,master_loop.thisTrialN,master_loop.thisN,master_loop.thisIndex,master_loop.ran,exposure_file,instr_1,exp_reps,fct_file,instr_2,gather_file,gather_reps,instr_3,fReps,instr_4,NegVSentence,VNegSentence,NegTF
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,space,0.5021,1,3,9,3,1,ムク,cowboy,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,space,0.6883,1,4,10,0,1,シド,artist,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,space,0.3219,1,5,11,1,1,ルピン,burglar,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,space,0.997,2,0,12,4,1,ピポ,doctor,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,space,0.2046,2,1,13,5,1,ドキ,boxer,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,space,0.4837,2,2,14,3,1,ムク,cowboy,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,space,0.5808,2,3,15,0,1,シド,artist,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,space,0.3922,2,4,16,1,1,ルピン,burglar,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,space,0.5053,2,5,17,2,1,ホレト,chef,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,space,3.3744,left,1,3.5317,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,1,CartoonStims/doctor_r.jpg,ピポ,CartoonStims/boxer_r.jpg,left,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,left,0,2.5266,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,10,1,CartoonStims/artist_r.jpg,ピポ,CartoonStims/doctor_r.jpg,right,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,right,1,2.4387,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,9,1,CartoonStims/boxer_r.jpg,ムク,CartoonStims/cowboy_r.jpg,right,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,right,1,0.5787,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,7,1,CartoonStims/cowboy_r.jpg,ルピン,CartoonStims/burglar_r.jpg,right,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,left,1,1.3872,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,1,CartoonStims/boxer_r.jpg,ドキ,CartoonStims/artist_r.jpg,left,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,left,1,3.0406,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,1,CartoonStims/chef_r.jpg,ホレト,CartoonStims/cowboy_r.jpg,left,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,right,0,1.7841,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,3,1,CartoonStims/cowboy_r.jpg,ムク,CartoonStims/doctor_r.jpg,left,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,right,1,1.061,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,8,1,CartoonStims/doctor_r.jpg,ホレト,CartoonStims/chef_r.jpg,right,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,left,1,1.3549,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,0,1,CartoonStims/artist_r.jpg,シド,CartoonStims/burglar_r.jpg,left,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,right,1,0.6955,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,11,1,CartoonStims/burglar_r.jpg,ドキ,CartoonStims/boxer_r.jpg,right,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,left,1,0.4434,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,1,1,CartoonStims/burglar_r.jpg,ルピン,CartoonStims/chef_r.jpg,left,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,right,1,1.6969,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,6,1,CartoonStims/chef_r.jpg,シド,CartoonStims/artist_r.jpg,right,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.2727,ルピン,right,15.1582,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,6.7429,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,6.8606,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,1,ムク,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ホレト,right,3.391,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,4.3495,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,13.6726,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,1,シド,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,3.6627,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,0,1,シド,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,4.0673,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,3.6285,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,3,1,ムク,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,3.6784,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2aXOg2DGybiNRWz,2022-10-10_01h58.33.569,jpn_C03,2022.1.2,MacIntel,60.0024001,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,
