key_resp_instr_a.keys,key_resp_instr_a.rt,key_resp_instr_b.keys,key_resp_instr_b.rt,dummy.thisRepN,dummy.thisTrialN,dummy.thisN,dummy.thisIndex,dummy.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instr1.keys,key_resp_instr1.rt,key_resp.keys,key_resp.rt,exp_loop.thisRepN,exp_loop.thisTrialN,exp_loop.thisN,exp_loop.thisIndex,exp_loop.ran,Word,English,Flip,Path,Audio,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_fct.keys,key_resp_fct.corr,key_resp_fct.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,fct_loop.thisRepN,fct_loop.thisTrialN,fct_loop.thisN,fct_loop.thisIndex,fct_loop.ran,left_img,word,right_img,correctans,correct_img,audio,incorrect_feedback,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_instr3.keys,key_resp_instr3.rt,textbox.text,key_resp_2.keys,key_resp_2.rt,fb_yn.thisRepN,fb_yn.thisTrialN,fb_yn.thisN,fb_yn.thisIndex,fb_yn.ran,gather_loop.thisRepN,gather_loop.thisTrialN,gather_loop.thisN,gather_loop.thisIndex,gather_loop.ran,Text,Wordbank,key_resp_instr4.keys,key_resp_instr4.rt,master_loop.thisRepN,master_loop.thisTrialN,master_loop.thisN,master_loop.thisIndex,master_loop.ran,exposure_file,instr_1,exp_reps,fct_file,instr_2,gather_file,gather_reps,instr_3,fReps,instr_4,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,NegVSentence,VNegSentence,NegTF
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,space,0.069,1,3,9,0,1,シド,artist,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,space,0.2826,1,4,10,5,1,ドキ,boxer,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,space,0.3059,1,5,11,4,1,ピポ,doctor,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,space,0.142,2,0,12,1,1,ルピン,burglar,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,space,0.4501,2,1,13,2,1,ホレト,chef,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,space,0.2426,2,2,14,3,1,ムク,cowboy,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,space,0.1544,2,3,15,0,1,シド,artist,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,space,0.3508,2,4,16,5,1,ドキ,boxer,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,space,0.2667,2,5,17,4,1,ピポ,doctor,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,space,3.4876,right,1,1.921,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10,1,CartoonStims/artist_r.jpg,ピポ,CartoonStims/doctor_r.jpg,right,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,right,1,0.6077,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,1,CartoonStims/cowboy_r.jpg,ルピン,CartoonStims/burglar_r.jpg,right,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,right,1,1.1157,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,9,1,CartoonStims/boxer_r.jpg,ムク,CartoonStims/cowboy_r.jpg,right,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,left,1,0.255,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,CartoonStims/chef_r.jpg,ホレト,CartoonStims/cowboy_r.jpg,left,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,left,1,1.6734,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,CartoonStims/doctor_r.jpg,ピポ,CartoonStims/boxer_r.jpg,left,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,left,1,0.4169,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,1,CartoonStims/artist_r.jpg,シド,CartoonStims/burglar_r.jpg,left,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,left,1,0.9356,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,3,1,CartoonStims/cowboy_r.jpg,ムク,CartoonStims/doctor_r.jpg,left,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,left,1,0.4987,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,1,1,CartoonStims/burglar_r.jpg,ルピン,CartoonStims/chef_r.jpg,left,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,left,1,0.5016,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,5,1,CartoonStims/boxer_r.jpg,ドキ,CartoonStims/artist_r.jpg,left,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,right,1,0.5911,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,11,1,CartoonStims/burglar_r.jpg,ドキ,CartoonStims/boxer_r.jpg,right,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,right,1,1.6338,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,6,1,CartoonStims/chef_r.jpg,シド,CartoonStims/artist_r.jpg,right,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,left,0,0.0743,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,8,1,CartoonStims/doctor_r.jpg,ホレト,CartoonStims/chef_r.jpg,right,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.8127,ピ歩,right,7.8534,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,ムク,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ホレト,right,6.4855,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピ歩,right,3.2966,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,3.8168,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,4.2448,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,8.536,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,1,シド,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ホレト,right,2.5259,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピポ,right,11.8951,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,3.2291,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,6.6591,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_3nlnuIzdAYVnZgf,2022-10-14_20h13.28.519,jpn_C03,2022.1.2,Win32,59.99880002,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,3,1,ムク,,,,,,,,,,,,,,,,,,,,,,,,,,
