key_resp_instr_a.keys,key_resp_instr_a.rt,key_resp_instr_b.keys,key_resp_instr_b.rt,dummy.thisRepN,dummy.thisTrialN,dummy.thisN,dummy.thisIndex,dummy.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instr1.keys,key_resp_instr1.rt,key_resp.keys,key_resp.rt,exp_loop.thisRepN,exp_loop.thisTrialN,exp_loop.thisN,exp_loop.thisIndex,exp_loop.ran,Word,English,Flip,Path,Audio,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_fct.keys,key_resp_fct.corr,key_resp_fct.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,fct_loop.thisRepN,fct_loop.thisTrialN,fct_loop.thisN,fct_loop.thisIndex,fct_loop.ran,left_img,word,right_img,correctans,correct_img,audio,incorrect_feedback,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_instr3.keys,key_resp_instr3.rt,textbox.text,key_resp_2.keys,key_resp_2.rt,fb_yn.thisRepN,fb_yn.thisTrialN,fb_yn.thisN,fb_yn.thisIndex,fb_yn.ran,gather_loop.thisRepN,gather_loop.thisTrialN,gather_loop.thisN,gather_loop.thisIndex,gather_loop.ran,Text,Wordbank,key_resp_instr4.keys,key_resp_instr4.rt,master_loop.thisRepN,master_loop.thisTrialN,master_loop.thisN,master_loop.thisIndex,master_loop.ran,exposure_file,instr_1,exp_reps,fct_file,instr_2,gather_file,gather_reps,instr_3,fReps,instr_4,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,NegVSentence,VNegSentence,NegTF
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,space,0.8589,1,3,9,2,1,ホレト,chef,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,space,0.4621,1,4,10,4,1,ピポ,doctor,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,space,0.2983,1,5,11,1,1,ルピン,burglar,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,space,0.2708,2,0,12,0,1,シド,artist,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,space,0.3201,2,1,13,1,1,ルピン,burglar,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,space,0.2139,2,2,14,5,1,ドキ,boxer,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,space,0.4182,2,3,15,2,1,ホレト,chef,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,space,3.0145,2,4,16,3,1,ムク,cowboy,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,space,0.4654,2,5,17,4,1,ピポ,doctor,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,space,1.908,left,0,6.5643,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,1,CartoonStims/boxer_r.jpg,ムク,CartoonStims/cowboy_r.jpg,right,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,right,1,23.1711,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,8,1,CartoonStims/doctor_r.jpg,ホレト,CartoonStims/chef_r.jpg,right,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,left,0,2.2342,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,1,CartoonStims/chef_r.jpg,シド,CartoonStims/artist_r.jpg,right,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,left,0,3.7529,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,10,1,CartoonStims/artist_r.jpg,ピポ,CartoonStims/doctor_r.jpg,right,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,left,1,3.8043,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,1,CartoonStims/chef_r.jpg,ホレト,CartoonStims/cowboy_r.jpg,left,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,left,1,1.5196,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,1,CartoonStims/artist_r.jpg,シド,CartoonStims/burglar_r.jpg,left,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,left,1,0.894,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,4,1,CartoonStims/doctor_r.jpg,ピポ,CartoonStims/boxer_r.jpg,left,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,left,1,5.3194,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,3,1,CartoonStims/cowboy_r.jpg,ムク,CartoonStims/doctor_r.jpg,left,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,right,1,1.1413,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,11,1,CartoonStims/burglar_r.jpg,ドキ,CartoonStims/boxer_r.jpg,right,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,right,1,0.871,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,7,1,CartoonStims/cowboy_r.jpg,ルピン,CartoonStims/burglar_r.jpg,right,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,left,1,0.6883,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,1,1,CartoonStims/burglar_r.jpg,ルピン,CartoonStims/chef_r.jpg,left,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,left,1,1.7865,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,5,1,CartoonStims/boxer_r.jpg,ドキ,CartoonStims/artist_r.jpg,left,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.912,ホレト,right,12.1062,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,8.1576,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ショー
",right,6.6327,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,6.7583,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ホレト,right,7.8595,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,1,ムク,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.1505,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,1,シド,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ホレト,right,5.9713,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,5.8038,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピポ,right,9.8104,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,3,1,ムク,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,6.0664,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_vwMAKJs09SZIREd,2022-06-29_14h44.02.679,jpn_C01,2022.1.2,Win32,47.5737393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピポ,right,6.2066,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
