key_resp_instr_a.keys,key_resp_instr_a.rt,key_resp_instr_b.keys,key_resp_instr_b.rt,dummy.thisRepN,dummy.thisTrialN,dummy.thisN,dummy.thisIndex,dummy.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instr1.keys,key_resp_instr1.rt,key_resp.keys,key_resp.rt,exp_loop.thisRepN,exp_loop.thisTrialN,exp_loop.thisN,exp_loop.thisIndex,exp_loop.ran,Word,English,Flip,Path,Audio,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_fct.keys,key_resp_fct.corr,key_resp_fct.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,fct_loop.thisRepN,fct_loop.thisTrialN,fct_loop.thisN,fct_loop.thisIndex,fct_loop.ran,left_img,word,right_img,correctans,correct_img,audio,incorrect_feedback,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_instr3.keys,key_resp_instr3.rt,textbox.text,key_resp_2.keys,key_resp_2.rt,fb_yn.thisRepN,fb_yn.thisTrialN,fb_yn.thisN,fb_yn.thisIndex,fb_yn.ran,gather_loop.thisRepN,gather_loop.thisTrialN,gather_loop.thisN,gather_loop.thisIndex,gather_loop.ran,Text,Wordbank,key_resp_instr4.keys,key_resp_instr4.rt,master_loop.thisRepN,master_loop.thisTrialN,master_loop.thisN,master_loop.thisIndex,master_loop.ran,exposure_file,instr_1,exp_reps,fct_file,instr_2,gather_file,gather_reps,instr_3,fReps,instr_4,NegVSentence,VNegSentence,NegTF
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,space,2.7385,1,3,9,1,1,ルピン,burglar,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,space,2.4071,1,4,10,5,1,ドキ,boxer,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,space,1.6461,1,5,11,2,1,ホレト,chef,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,space,1.4739,2,0,12,4,1,ピポ,doctor,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,space,1.4448,2,1,13,5,1,ドキ,boxer,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,space,1.2525,2,2,14,3,1,ムク,cowboy,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,space,1.4868,2,3,15,2,1,ホレト,chef,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,space,1.3578,2,4,16,1,1,ルピン,burglar,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,space,1.5474,2,5,17,0,1,シド,artist,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,space,9.5177,right,1,1.0187,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11,1,CartoonStims/burglar_r.jpg,ドキ,CartoonStims/boxer_r.jpg,right,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,right,0,1.9123,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,CartoonStims/artist_r.jpg,シド,CartoonStims/burglar_r.jpg,left,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,right,1,1.3078,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,9,1,CartoonStims/boxer_r.jpg,ムク,CartoonStims/cowboy_r.jpg,right,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,left,1,1.3529,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,CartoonStims/chef_r.jpg,ホレト,CartoonStims/cowboy_r.jpg,left,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,right,1,1.0982,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,7,1,CartoonStims/cowboy_r.jpg,ルピン,CartoonStims/burglar_r.jpg,right,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,left,0,4.2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,10,1,CartoonStims/artist_r.jpg,ピポ,CartoonStims/doctor_r.jpg,right,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,left,1,1.2296,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,4,1,CartoonStims/doctor_r.jpg,ピポ,CartoonStims/boxer_r.jpg,left,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,right,1,0.66,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,6,1,CartoonStims/chef_r.jpg,シド,CartoonStims/artist_r.jpg,right,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,left,1,1.2877,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,3,1,CartoonStims/cowboy_r.jpg,ムク,CartoonStims/doctor_r.jpg,left,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,left,1,0.4289,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,5,1,CartoonStims/boxer_r.jpg,ドキ,CartoonStims/artist_r.jpg,left,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,left,1,0.4254,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,1,1,CartoonStims/burglar_r.jpg,ルピン,CartoonStims/chef_r.jpg,left,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,right,1,1.1684,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,8,1,CartoonStims/doctor_r.jpg,ホレト,CartoonStims/chef_r.jpg,right,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,18.5771,ピ歩,right,9.277,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピポ,right,10.9282,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,11.1458,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,向く,right,6.405,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,ムク,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,5.3567,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピポ,right,11.2861,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,1,シド,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,4.267,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,4.1531,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,7.804,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,4.3488,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_sKVlsNZLMGzhiOR,2022-07-08_02h23.23.676,jpn_C02,2022.1.2,Win32,60.32090723,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,
