key_resp_instr_a.keys,key_resp_instr_a.rt,key_resp_instr_b.keys,key_resp_instr_b.rt,dummy.thisRepN,dummy.thisTrialN,dummy.thisN,dummy.thisIndex,dummy.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instr1.keys,key_resp_instr1.rt,key_resp.keys,key_resp.rt,exp_loop.thisRepN,exp_loop.thisTrialN,exp_loop.thisN,exp_loop.thisIndex,exp_loop.ran,Word,English,Flip,Path,Audio,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_fct.keys,key_resp_fct.corr,key_resp_fct.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,fct_loop.thisRepN,fct_loop.thisTrialN,fct_loop.thisN,fct_loop.thisIndex,fct_loop.ran,left_img,word,right_img,correctans,correct_img,audio,incorrect_feedback,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_instr3.keys,key_resp_instr3.rt,textbox.text,key_resp_2.keys,key_resp_2.rt,fb_yn.thisRepN,fb_yn.thisTrialN,fb_yn.thisN,fb_yn.thisIndex,fb_yn.ran,gather_loop.thisRepN,gather_loop.thisTrialN,gather_loop.thisN,gather_loop.thisIndex,gather_loop.ran,Text,Wordbank,key_resp_instr4.keys,key_resp_instr4.rt,master_loop.thisRepN,master_loop.thisTrialN,master_loop.thisN,master_loop.thisIndex,master_loop.ran,exposure_file,instr_1,exp_reps,fct_file,instr_2,gather_file,gather_reps,instr_3,fReps,instr_4,NegVSentence,VNegSentence,NegTF
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,space,4.7652,1,4,10,0,1,シド,artist,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,space,0.4025,1,5,11,3,1,ムク,cowboy,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,space,0.9189,2,0,12,0,1,シド,artist,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,space,0.3199,2,1,13,4,1,ピポ,doctor,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,space,0.519,2,2,14,5,1,ドキ,boxer,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,space,0.4544,2,3,15,2,1,ホレト,chef,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,space,0.0988,2,4,16,3,1,ムク,cowboy,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,space,0.2847,2,5,17,1,1,ルピン,burglar,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,space,0.2319,right,0,19.8798,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,CartoonStims/chef_r.jpg,ホレト,CartoonStims/cowboy_r.jpg,left,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,right,1,3.1859,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,11,1,CartoonStims/burglar_r.jpg,ドキ,CartoonStims/boxer_r.jpg,right,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,right,1,2.8905,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,1,CartoonStims/chef_r.jpg,シド,CartoonStims/artist_r.jpg,right,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,left,1,0.9823,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,1,CartoonStims/burglar_r.jpg,ルピン,CartoonStims/chef_r.jpg,left,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,left,1,0.7085,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,1,CartoonStims/boxer_r.jpg,ドキ,CartoonStims/artist_r.jpg,left,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,right,1,1.2075,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,9,1,CartoonStims/boxer_r.jpg,ムク,CartoonStims/cowboy_r.jpg,right,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,left,0,2.0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,10,1,CartoonStims/artist_r.jpg,ピポ,CartoonStims/doctor_r.jpg,right,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,right,1,2.2373,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,8,1,CartoonStims/doctor_r.jpg,ホレト,CartoonStims/chef_r.jpg,right,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,right,1,0.6521,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,7,1,CartoonStims/cowboy_r.jpg,ルピン,CartoonStims/burglar_r.jpg,right,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,left,1,1.3137,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,4,1,CartoonStims/doctor_r.jpg,ピポ,CartoonStims/boxer_r.jpg,left,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,right,0,1.9028,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,3,1,CartoonStims/cowboy_r.jpg,ムク,CartoonStims/doctor_r.jpg,left,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,left,1,1.3712,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,0,1,CartoonStims/artist_r.jpg,シド,CartoonStims/burglar_r.jpg,left,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.5399,シド,right,54.2793,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,8.8541,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,14.805,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,1,ムク,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,8.0531,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,コレホ,right,14.5,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,13.4222,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,1,シド,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,3.9488,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,9.1586,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,0,1,シド,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,4.2549,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,3,1,ムク,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,6.7544,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_2uwzMKyW3X19woa,2022-07-03_21h40.18.074,jpn_C02,2022.1.2,Win32,59.96282305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,6.1975,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
