key_resp_instr_a.keys,key_resp_instr_a.rt,key_resp_instr_b.keys,key_resp_instr_b.rt,dummy.thisRepN,dummy.thisTrialN,dummy.thisN,dummy.thisIndex,dummy.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instr1.keys,key_resp_instr1.rt,key_resp.keys,key_resp.rt,exp_loop.thisRepN,exp_loop.thisTrialN,exp_loop.thisN,exp_loop.thisIndex,exp_loop.ran,Word,English,Flip,Path,Audio,key_resp_instr2.keys,key_resp_instr2.rt,key_resp_fct.keys,key_resp_fct.corr,key_resp_fct.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,fct_loop.thisRepN,fct_loop.thisTrialN,fct_loop.thisN,fct_loop.thisIndex,fct_loop.ran,left_img,word,right_img,correctans,correct_img,audio,incorrect_feedback,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_instr3.keys,key_resp_instr3.rt,textbox.text,key_resp_2.keys,key_resp_2.rt,fb_yn.thisRepN,fb_yn.thisTrialN,fb_yn.thisN,fb_yn.thisIndex,fb_yn.ran,gather_loop.thisRepN,gather_loop.thisTrialN,gather_loop.thisN,gather_loop.thisIndex,gather_loop.ran,Text,Wordbank,key_resp_instr4.keys,key_resp_instr4.rt,master_loop.thisRepN,master_loop.thisTrialN,master_loop.thisN,master_loop.thisIndex,master_loop.ran,exposure_file,instr_1,exp_reps,fct_file,instr_2,gather_file,gather_reps,instr_3,fReps,instr_4,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,NegVSentence,VNegSentence,NegTF
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,space,2.2349,right,1,2.435700001,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,1,CartoonStims/boxer_r.jpg,ムク,CartoonStims/cowboy_r.jpg,right,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,right,1,1.947900001,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,8,1,CartoonStims/doctor_r.jpg,ホレト,CartoonStims/chef_r.jpg,right,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,right,1,1.310400001,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,7,1,CartoonStims/cowboy_r.jpg,ルピン,CartoonStims/burglar_r.jpg,right,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,left,1,0.9557,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,1,CartoonStims/burglar_r.jpg,ルピン,CartoonStims/chef_r.jpg,left,CartoonStims/burglar_r.jpg,audio/lupin.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,left,1,1.56,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,CartoonStims/doctor_r.jpg,ピポ,CartoonStims/boxer_r.jpg,left,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,right,1,0.657900001,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,11,1,CartoonStims/burglar_r.jpg,ドキ,CartoonStims/boxer_r.jpg,right,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,left,1,1.3694,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,1,CartoonStims/artist_r.jpg,シド,CartoonStims/burglar_r.jpg,left,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,right,1,2.0053,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,10,1,CartoonStims/artist_r.jpg,ピポ,CartoonStims/doctor_r.jpg,right,CartoonStims/doctor_r.jpg,audio/pipo.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,left,1,1.011900001,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,5,1,CartoonStims/boxer_r.jpg,ドキ,CartoonStims/artist_r.jpg,left,CartoonStims/boxer_r.jpg,audio/doki.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,right,0,1.802,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,3,1,CartoonStims/cowboy_r.jpg,ムク,CartoonStims/doctor_r.jpg,left,CartoonStims/cowboy_r.jpg,audio/muku.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,left,1,3.2404,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,2,1,CartoonStims/chef_r.jpg,ホレト,CartoonStims/cowboy_r.jpg,left,CartoonStims/chef_r.jpg,audio/horeto.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,right,1,5.0603,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,6,1,CartoonStims/chef_r.jpg,シド,CartoonStims/artist_r.jpg,right,CartoonStims/artist_r.jpg,audio/sido.mp3,残念！ こちらが正しい画像です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.8018,ホレト,right,10.3525,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルピン,right,4.1518,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,CartoonStims/burglar_r.jpg,audio/lupin.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,ルピン,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,17.263,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ソレト,right,6.3863,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,1,シド,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ソレト,right,9.9047,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,1,ムク,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,8.1828,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,CartoonStims/boxer_r.jpg,audio/doki.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,ドキ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,シド,right,7.640900001,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,CartoonStims/doctor_r.jpg,audio/pipo.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,4,1,ピポ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ムク,right,9.253799999,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,CartoonStims/chef_r.jpg,audio/horeto.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,2,1,ホレト,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピ歩,right,5.8363,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,CartoonStims/artist_r.jpg,audio/sido.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,0,1,シド,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ピポ,right,12.9388,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,CartoonStims/cowboy_r.jpg,audio/muku.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,3,1,ムク,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,R_5BWLoNagODpTBTz,2022-07-02_18h07.01.454,jpn_C01,2022.1.2,Win32,59.63384817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ドキ,right,7.035900001,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
